Date;TransType;Item;Description;TransID;TableSource;Qty;OriginalStoreroom;OriginalBin;ToStoreroom;ToBin;Location;PoNumber;InventoryUsage ;WorkOrder;ItemType;ItemCommCodes;WOCommGroup ;ConditionCode;ActualCost;LineCost;FromStoreroom;TopAsset;AssetConCode
17/03/2025;TRANSFER;13136;EBICAB PZB Fahrzeugmagnet 5205000 (GTB);226296;MATRECTRANS;1;PPO1;Reserviert 186-267;PPO1;PPO10000P4;;;41740;;SparePart;JE;;REPAIRED;443,87;443,87;PPO1;;
17/03/2025;TRANSFER;13136;EBICAB PZB Fahrzeugmagnet 5205000 (GTB);226297;MATRECTRANS;1;PPO1;Reserviert 186-360;PPO1;PPO10000P2;;;41740;;SparePart;JE;;REPAIRED;782;782;PPO1;;
17/03/2025;ISSUE;ITM4587;Battery Odyssey PC 925 for DPM;142623;MATUSETRANS;-4;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;EA;PM-FS;;203;812;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM2459;Interchangeable fuel filter;142624;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;QC;PM-FS;;39,5;39,5;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM2465;Prefilter spin-on fuel filter;142625;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;QC;PM-FS;;85,23;85,23;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM2468;Oil separator interchangeable element for DPM;142626;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;QC;PM-FS;;108,6;108,6;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM3506;O-ring for charge air pipe;142627;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;EA;PM-FS;;5,39;5,39;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM2467;Oil Filter Cartridge;142628;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;QC;PM-FS;;32,54;32,54;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM3488;Gasket Exhaust Pipe Dpf;142629;MATUSETRANS;-2;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;TECH-STAP;PM-FS;;70,26;140,52;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM3500;Sealing Camshaft HSG-Cover;142630;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;EA;PM-FS;;25,08;25,08;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM3960;Analysenset 2 (schwarz), Diesel/ Benzinmotor Getriebe;142631;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;TECH-TOOL;PM-FS;;63,6;63,6;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM3497;SMO Filter Set 100x100;142632;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;EA;PM-FS;;32,2;32,2;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM3496;SMO Filter Outlet;142633;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;EA;PM-FS;;36,2;36,2;SHA1;243-106;NEW
17/03/2025;ISSUE;ITM3489;Filter Fleece, Fan;142634;MATUSETRANS;-1;SHA1;;;;SIE-HAL;;41717;WO1955672;SparePart;EA;PM-FS;;1,46;1,46;SHA1;243-106;NEW
17/03/2025;TRANSFER;13290;Fahrersitz Modell 738.47, Möve;226298;MATRECTRANS;1;PPO1;Reserviert 189-154;PPO1;PPO10000P4;;;41742;;SparePart;DC;;REPAIRED;1215;1215;PPO1;;
17/03/2025;ISSUE;ITM3695;Drehzahlsensor, Ersatzteil, A2V00002951307;142635;MATUSETRANS;-1;SHA1;;;;ORT1041;;41715;WO1955446;SparePart;GE;PM-FS;;313,79;313,79;SHA1;243-123;NEW
17/03/2025;ISSUE;ITM4800;O-Ring Ring, 103,1 x 93 x 8 mm für Kraftstofffilter DPM;142636;MATUSETRANS;-1;SHA1;;;;ORT1041;;41715;WO1955446;SparePart;TECH-STAP;PM-FS;;5,07;5,07;SHA1;243-123;NEW
17/03/2025;ISSUE;ITM4786;O-Ring 12,5 x 18,5 x 3 für Kraftstofffilter DPM;142637;MATUSETRANS;-1;SHA1;;;;ORT1041;;41715;WO1955446;SparePart;TECH-STAP;PM-FS;;2,38;2,38;SHA1;243-123;NEW
17/03/2025;ISSUE;ITM2452;Coolant SMO Cool Antifreeze -40 °C (O39);142638;MATUSETRANS;-1;SHA1;;;;ORT1041;;41715;WO1955446;Lubricant;TECH-CONS;PM-FS;;31,5;31,5;SHA1;243-123;NEW
17/03/2025;ISSUE;ITM2467;Oil Filter Cartridge;142639;MATUSETRANS;-1;SHA1;;;;ORT1041;;41715;WO1955446;SparePart;QC;PM-FS;;32,54;32,54;SHA1;243-123;NEW
17/03/2025;ISSUE;ITM2465;Prefilter spin-on fuel filter;142640;MATUSETRANS;-1;SHA1;;;;ORT1041;;41715;WO1955446;SparePart;QC;PM-FS;;85,23;85,23;SHA1;243-123;NEW
17/03/2025;ISSUE;ITM2459;Interchangeable fuel filter;142641;MATUSETRANS;-1;SHA1;;;;ORT1041;;41715;WO1955446;SparePart;QC;PM-FS;;39,5;39,5;SHA1;243-123;NEW
17/03/2025;ISSUE;13290;Fahrersitz Modell 738.47, Möve;142571;MATUSETRANS;-1;DKR1;;;;ORT1081;;41737;WO1963860;SparePart;DC;CM-FS;;1751,36;1751,36;DKR1;189-152;NEW
17/03/2025;ISSUE;14903;Wischerarm 3 398 104 645, Bosch;142572;MATUSETRANS;-1;DKR1;;;;ORT1081;;41737;WO1963860;SparePart;JG;CM-FS;;119;119;DKR1;189-152;NEW
17/03/2025;ISSUE;12733;wiper blade NKW 650mm;142573;MATUSETRANS;-2;DKR1;;;;ORT1081;;41737;WO1963860;SparePart;JG;CM-FS;;12,71;25,42;DKR1;189-152;NEW
17/03/2025;ISSUE;41915;MODULE PALIX 2+1R-2KV NG (PMCF 1);142642;MATUSETRANS;-1;FOS1;;;;ORT1576;;41739;WO1960080;SparePart;FD;CM-FS_ADD;;3010;3010;FOS1;BB27118;NEW
17/03/2025;TRANSFER;ITM4310;Elektro-Mechanik Modul EM2, A2V00001452506, STN29273;226299;MATRECTRANS;1;PPO1;Reserviert 189-159;PPO1;PPO1000EIN;;;41743;;SparePart;GC;;NEW;49246;49246;PPO1;;
17/03/2025;TRANSFER;30991;Wippe DSA200.600.07;226300;MATRECTRANS;1;PPO1;Lager;PPO1;PPO10000P3;;;41743;;SparePart;BG;;NEW;4529;4529;PPO1;;
17/03/2025;TRANSFER;55009;Mittelflanschpuffer CP 1000 mit Combigard R 105;226302;MATRECTRANS;1;PPO1;PPO1RESERV;PPO1;PPO10000P5;;;41743;;SparePart;SD;;NEW;4649,85;4649,85;PPO1;;
17/03/2025;TRANSFER;55009;Mittelflanschpuffer CP 1000 mit Combigard R 105;226303;MATRECTRANS;1;PPO1;PPO1RESERV;PPO1;PPO10000P5;;;41743;;SparePart;SD;;NEW;4649,85;4649,85;PPO1;;
17/03/2025;TRANSFER;55009;Mittelflanschpuffer CP 1000 mit Combigard R 105;226304;MATRECTRANS;1;PPO1;PPO1RESERV;PPO1;PPO10000P5;;;41743;;SparePart;SD;;NEW;4649,85;4649,85;PPO1;;
17/03/2025;TRANSFER;55009;Mittelflanschpuffer CP 1000 mit Combigard R 105;226305;MATRECTRANS;1;PPO1;PPO1RESERV;PPO1;PPO10000P5;;;41743;;SparePart;SD;;NEW;4649,85;4649,85;PPO1;;
17/03/2025;TRANSFER;17029;Erdtrenner 6-polig SPR 03.04/6-S-1/1 (Type R7657);226306;MATRECTRANS;1;PPO1;4A1;PPO1;PPO10000P4;;;41745;;SparePart;FA;;REPAIRED;1250;1250;PPO1;;
17/03/2025;ISSUE;12649;Wiper arm 700mm right + left;142575;MATUSETRANS;-1;DKR1;;;;;;;WO1963860;SparePart;JG;CM-FS;;170,87;170,87;DKR1;189-152;NEW
17/03/2025;TRANSFER;15369;IKAR Sicherungsset SWEETY - Set 02, Ikar;225928;MATRECTRANS;1;XKS4;Wielgosz, Karolina;XKS4;zur Prüfung/Kalibrierung;;;41746;;;TECH-TOOL;;;0;0;PPO1;;
17/03/2025;TRANSFER;15369;IKAR Sicherungsset SWEETY - Set 02, Ikar;225929;MATRECTRANS;1;XKS4;DKS1W00EIN;XKS4;zur Prüfung/Kalibrierung;;;41748;;;TECH-TOOL;;;0;0;DKS4;;
17/03/2025;TRANSFER;44428;Verbindungsmittel BFD 1,5m, Wemag;225930;MATRECTRANS;1;XKS4;;XKS4;zur Prüfung/Kalibrierung;;;41749;;;TECH-TOOL;;;0;0;DKS1;;
17/03/2025;ISSUE;12653;Kohleschleifstück SK1073C SK85ACu (NL, CZ) mit 15°-Enden;142373;MATUSETRANS;-4;JANUSZ.JANOWSKI-ST;;;;ORT1305;;41741;WO1966618;SparePart;FB;CM-FS;;552,62;2210,48;JANUSZ.JANOWSKI-ST;186-371;NEW
17/03/2025;TRANSFER;12652;Thermofach HKF 0340;225931;MATRECTRANS;1;DKS1;;DKS1;DKS1B01303;;;;;SparePart;DF;;REPAIRED;246,25;246,25;;;
17/03/2025;ISSUE;27456;Filtermatte FM Viledon P15 195x170mm;142499;MATUSETRANS;-4;HKO1;;;;;;;WO1925533;SparePart;QA;PM-FS;;1,1;4,4;HKO1;285-106;NEW
17/03/2025;RECEIPT;14283;Stützisolator KIT 2-G01.12698;225932;MATRECTRANS;10;DKR1;;DKR1;DKR1A15102;;PO70509;;;SparePart;FB;;;454;4540;;;
17/03/2025;TRANSFER;55928;Druckmessgerät D=80, 10bar , WIKA;226307;MATRECTRANS;1;PPO1;;PPO1;2A2;;;;;SparePart;JB;;;0;0;PPO1;;
17/03/2025;TRANSFER;13723;Steckplatte EB02A;226308;MATRECTRANS;1;PPO1;PPO1RESERV;PPO1;4C3;;;41750;;SparePart;TE;;NEW;1139;1139;PPO1;;
17/03/2025;TRANSFER;13923;MITRAC DCU-Modul Drive Control Unit DCC 2480H;225933;MATRECTRANS;1;DKS1;;DKS1;DKS1F01104;;;;;SparePart;JA;;REPAIRED;0;0;;;
17/03/2025;ISSUE;31349;Ejecteur type LEB, Faiveley;142374;MATUSETRANS;-1;FRD1;;;;;;;WO1963838;SparePart;MC;CM-FS;;320;320;FRD1;BB27161;NEW
17/03/2025;TRANSFER;14448;Relaisplatine GI8.1_A3;226309;MATRECTRANS;1;PPO1;;PPO1;B3;;;41751;;SparePart;FA;;NEW;854,19;854,19;VZL1;;
17/03/2025;SHIPRECEIPT;30208;"gerade Steckverbindung""blaue Serie"", Schlauch-Außen-Ø6";225934;MATRECTRANS;10;PPO1;DKS1I42408;PPO1;1A2;;;41173;;SparePart;QE;;;3,92;39,2;DKS1;;
17/03/2025;TRANSFER;ITM4605;Frontscheibe 200 re., A2V00001846882;225935;MATRECTRANS;1;SHA1;SHA1S42100;SHA1;SHA1S22101;;;;;SparePart;CB;;;5168,1;5168,1;SHA1;;
17/03/2025;TRANSFER;ITM4619;Frontscheibe 200 li., A2V00001845312;225936;MATRECTRANS;1;SHA1;SHA1S42100;SHA1;SHA1S22101;;;;;SparePart;CB;;;5168,1;5168,1;SHA1;;
17/03/2025;TRANSFER;30006;Netzsimulator Willtek 4202R;225937;MATRECTRANS;1;DKS1;Mestec;DKS1;;;;41755;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;15369;IKAR Sicherungsset SWEETY - Set 02, Ikar;225938;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;15369;IKAR Sicherungsset SWEETY - Set 02, Ikar;225939;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;15369;IKAR Sicherungsset SWEETY - Set 02, Ikar;225940;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;15369;IKAR Sicherungsset SWEETY - Set 02, Ikar;225941;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;44428;Verbindungsmittel BFD 1,5m, Wemag;225942;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;44428;Verbindungsmittel BFD 1,5m, Wemag;225943;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;44428;Verbindungsmittel BFD 1,5m, Wemag;225944;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;TRANSFER;44428;Verbindungsmittel BFD 1,5m, Wemag;225945;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41754;;;TECH-TOOL;;;0;0;XKS4;;
17/03/2025;RECEIPT;ITM1782;Stützisolator;225947;MATRECTRANS;3;DKS1;;DKS1;DKS1000EIN;;PO70626;;;SparePart;FB;;;492;1476;;;
17/03/2025;TRANSFER;43557;ALIMENTATION 1/2-24 , ALSTOM;226310;MATRECTRANS;1;FOS1;;FOS1;;;;;;SparePart;ZZ;;;0;0;;;
17/03/2025;ISSUE;43557;ALIMENTATION 1/2-24 , ALSTOM;142375;MATUSETRANS;-1;FOS1;;;;;;;WO1960398;SparePart;ZZ;CM-FS;;0;0;FOS1;BB27113;NEW
17/03/2025;RECEIPT;ITM2093;3889446-Vis H M16-70;225948;MATRECTRANS;25;FOS1;;FOS1;FOS1I04104;;PO73189;;;SmallPart;MA;;;0,62;15,5;;;
17/03/2025;RECEIPT;ITM5256;Rondelle M10 I7093 FLZNNC R PLATE 200HV;225949;MATRECTRANS;1600;FOS1;;FOS1;FOS1B03002;;PO73189;;;SmallPart;MA;;;0,09;144;;;
17/03/2025;RECEIPT;ITM2093;3889446-Vis H M16-70;225951;MATRECTRANS;375;FOS1;;FOS1;FOS1B03002;;PO73189;;;SmallPart;MA;;;0,62;232,5;;;
17/03/2025;VOIDRECEIPT;30121;LIM ACI 12CS08C-V0020, Lokschutz BR187;225952;MATRECTRANS;-2;DKS1;;DKS1;;;PO70626;;;SparePart;JA;;;15600;-31200;;;
17/03/2025;RECEIPT;3650559;Rondelle CS 14-30-2.4;225954;MATRECTRANS;250;FOS1;;FOS1;FOS1I05106;;PO73332;;;SmallPart;TECH-STAP;;;0,15;37,5;;;
