Date;TransType;Item;Description;TransID;TableSource;Qty;OriginalStoreroom;OriginalBin;ToStoreroom;ToBin;Location;PoNumber;InventoryUsage ;WorkOrder;ItemType;ItemCommCodes;WOCommGroup ;ConditionCode;ActualCost;LineCost;FromStoreroom;TopAsset;AssetConCode
11/03/2025;TRANSFER;13165;Achsstrebe Drehgestell für Aufhängung Antrieb;223624;MATRECTRANS;1;SHA1;SHA1S50103;SHA1;SHA1S50101;;;41458;;SparePart;EA;;NEW;640;640;SHA1;;
11/03/2025;TRANSFER;13165;Achsstrebe Drehgestell für Aufhängung Antrieb;223625;MATRECTRANS;1;SHA1;SHA1S50103;SHA1;SHA1S50101;;;41458;;SparePart;EA;;NEW;640;640;SHA1;;
11/03/2025;TRANSFER;28963;Drehmomentstütze;223626;MATRECTRANS;4;SHA1;SHA1S50103;SHA1;SHA1S50101;;;41458;;SparePart;EE;;;1215,08;4860,32;SHA1;;
11/03/2025;TRANSFER;28963;Drehmomentstütze;223627;MATRECTRANS;8;SHA1;SHA1S50103;SHA1;SHA1S50101;;;41458;;SparePart;EE;;;1053;8424;SHA1;;
11/03/2025;TRANSFER;29559;Trafoölleitung Rücklauf;223628;MATRECTRANS;1;SHA1;SHA1S50103;SHA1;SHA1S50101;;;41458;;SparePart;FA;;;1985,38;1985,38;SHA1;;
11/03/2025;TRANSFER;41964;CONSOLE CONFIGUREE 2U;223598;MATRECTRANS;1;FOS1;;FOS1;FOS1B03001;;;;;SparePart;GC;;REPAIRED;1800;1800;;;
11/03/2025;RECEIPT;ITM1997;8031789-Rondelle L10;222177;MATRECTRANS;3000;FOS1;;FOS1;;;PO69591;;;;MA;;;0,05;150;;;
11/03/2025;ISSUE;54602;Feuerlöscher Vulkan 6kg ABC Pulver 34A 233B C;141622;MATUSETRANS;-1;DKR1;;;;;;;WO1952727;SparePart;DF;PM-FS;;22;22;DKR1;241-007;NEW
11/03/2025;ISSUE;13620;Filtermatte Klimagerät, 290x650x22mm;141625;MATUSETRANS;-2;DKR1;;;;ORT1081;;41350;WO1925203;SparePart;LC;PM-FS;;1,9;3,8;DKR1;186-354;NEW
11/03/2025;TRANSFER;28958;Zugeinrichtung 1500kN;223629;MATRECTRANS;1;SHA1;SHA1S51303;SHA1;SHA1S50102;;;41461;;SparePart;SA;;REPAIRED;714;714;SHA1;;
11/03/2025;TRANSFER;27911;Bolzen für Schraubenkupplung;223630;MATRECTRANS;1;SHA1;SHA1S51303;SHA1;SHA1S50102;;;41461;;SparePart;SA;;;0;0;SHA1;;
11/03/2025;TRANSFER;28671;Führungsblech lackiert;223631;MATRECTRANS;3;SHA1;SHA1S50203;SHA1;SHA1S50102;;;41461;;SparePart;BE;;;572,13;1716,39;SHA1;;
11/03/2025;TRANSFER;28671;Führungsblech lackiert;223632;MATRECTRANS;2;SHA1;SHA1S50203;SHA1;SHA1S50102;;;41461;;SparePart;BE;;;572,13;1144,26;SHA1;;
11/03/2025;TRANSFER;28671;Führungsblech lackiert;223633;MATRECTRANS;2;SHA1;SHA1S50203;SHA1;SHA1S50102;;;41461;;SparePart;BE;;;572,13;1144,26;SHA1;;
11/03/2025;TRANSFER;12857;Einsteck-Fallenschloss mit Panikverriegelung inkl. Zubehör;223634;MATRECTRANS;4;SHA1;SHA1S50302;SHA1;SHA1S50201;;;41461;;SparePart;NA;;;2173,15;8692,6;SHA1;;
11/03/2025;TRANSFER;30176;Schienenräumerblech lackiert sp.g.;223635;MATRECTRANS;3;SHA1;SHA1S50202;SHA1;SHA1S50203;;;41461;;SparePart;EG;;;282,3;846,9;SHA1;;
11/03/2025;TRANSFER;30176;Schienenräumerblech lackiert sp.g.;223636;MATRECTRANS;4;SHA1;SHA1S50202;SHA1;SHA1S50203;;;41461;;SparePart;EG;;;282,3;1129,2;SHA1;;
11/03/2025;TRANSFER;28067;Schutzbügel lackiert links;223637;MATRECTRANS;6;SHA1;SHA1S50202;SHA1;SHA1S50203;;;41461;;SparePart;EG;;;963,46;5780,76;SHA1;;
11/03/2025;TRANSFER;30175;Schienenräumerblech lackiert w.g.;223638;MATRECTRANS;2;SHA1;SHA1S50202;SHA1;SHA1S50203;;;41461;;SparePart;EA;;;282,3;564,6;SHA1;;
11/03/2025;TRANSFER;28672;Schutzbügel lackiert rechts;223639;MATRECTRANS;5;SHA1;SHA1S50202;SHA1;SHA1S50203;;;41461;;SparePart;EG;;;1048,66;5243,3;SHA1;;
11/03/2025;ISSUE;13171;MMIS Bediengerät;141626;MATUSETRANS;-1;DKR1;;;;ORT1081;;41355;WO1956864;SparePart;JF;CM-FS;;756,79;756,79;DKR1;186-354;NEW
11/03/2025;ISSUE;29038;Aufstieg links vollständig, BR186;141627;MATUSETRANS;-1;DKR1;;;;ORT1081;;41354;WO1956863;SparePart;ND;CM-SO;;1770;1770;DKR1;186-354;NEW
11/03/2025;RECEIPT;29694;Scheibe Ø20 ISO7089-300HV-verz.;223599;MATRECTRANS;50;PPO1;;PPO1;PPO1RESERV;;PO71923;;;SmallPart;TECH-STAP;;;1,07;53,5;;;
11/03/2025;ISSUE;15071;Umschalter DC LTHM15011SPB1;141353;MATUSETRANS;-1;DKR1;;;;;;;WO1903305;SparePart;FB;REVI-FS;;1017;1017;DKR1;186-018;
11/03/2025;TRANSFER;28179;Fire Extinguisher Foam - 6 kg, Neuruppin Type S 6 AKF Class: A, B (D/A/CH/I/F);223600;MATRECTRANS;1;DKR1;;DKR1;;;;;;SparePart;DF;;;0;0;;;
11/03/2025;ISSUE;28179;Fire Extinguisher Foam - 6 kg, Neuruppin Type S 6 AKF Class: A, B (D/A/CH/I/F);141628;MATUSETRANS;-1;DKR1;;;;;;;WO1952727;SparePart;DF;PM-FS;;0;0;DKR1;241-007;NEW
11/03/2025;ISSUE;15412;Flaschenhalter Thermofach Komplett;141629;MATUSETRANS;-1;DKR1;;;;;;;WO1952727;SparePart;DF;PM-FS;;37,45;37,45;DKR1;241-007;NEW
11/03/2025;ISSUE;12852;Spritzdüse - Doppeldüse für Scheibenwaschanlage, BOSCH;141630;MATUSETRANS;-1;DKR1;;;;;;;WO1952727;SparePart;JG;PM-FS;;16;16;DKR1;241-007;NEW
11/03/2025;ISSUE;15412;Flaschenhalter Thermofach Komplett;141631;MATUSETRANS;-1;DKR1;;;;;;;WO1952727;SparePart;DF;PM-FS;;37,45;37,45;DKR1;241-007;NEW
11/03/2025;TRANSFER;ITM1997;8031789-Rondelle L10;222178;MATRECTRANS;73;FOS1;;FOS1;FOS1B03304;;;;;;MA;;;0,04;2,92;FOS1;;
11/03/2025;TRANSFER;ITM1997;8031789-Rondelle L10;222179;MATRECTRANS;800;FOS1;;FOS1;FOS1B03304;;;;;;MA;;;0,04;32;FOS1;;
11/03/2025;TRANSFER;ITM1997;8031789-Rondelle L10;222180;MATRECTRANS;2127;FOS1;;FOS1;FOS1B03304;;;;;;MA;;;0,04;85,08;FOS1;;
11/03/2025;STAGETRANSFER;27303;"Kammprofildichtung DN32PN10-PN40; Ø 82x62x46x4mm; Graphitauflage mit Zentrierrand";223702;MATRECTRANS;5;DKS1;DKS1I25104;DKS1;DKS1I25104;;;41466;;SparePart;FD;;;2,1;10,5;DKS1;;
11/03/2025;STAGETRANSFER;29218;Ölkühlerblock;223703;MATRECTRANS;1;DKS1;DKS1A12302;DKS1;DKS1A12302;;;41466;;SparePart;HE;;REPAIRED;14115;14115;DKS1;;
11/03/2025;STAGETRANSFER;29218;Ölkühlerblock;223704;MATRECTRANS;1;DKS1;DKS1E12302;DKS1;DKS1E12302;;;41466;;SparePart;HE;;REPAIRED;14115;14115;DKS1;;
11/03/2025;STAGETRANSFER;ITM3312;O-RING METRIC NBR 70, ISO 3601-1 NBR 70 metric, RG-O-ISO3601/1-B-NBR70-94,00X3,00;223705;MATRECTRANS;20;DKS1;DKS1I04508;DKS1;DKS1I04508;;;41466;;SmallPart;DA;;;0,6;12;DKS1;;
11/03/2025;STAGETRANSFER;56271;Kompressoraggregat SL20-5-65, Knorr-Bremse;223706;MATRECTRANS;1;DKS1;DKS1A05002;DKS1;DKS1A05002;;;41466;;SparePart;QB;;REPAIRED;7342;7342;DKS1;;
11/03/2025;STAGETRANSFER;56271;Kompressoraggregat SL20-5-65, Knorr-Bremse;223707;MATRECTRANS;1;DKS1;DKS1A05003;DKS1;DKS1A05003;;;41466;;SparePart;QB;;REPAIRED;26578,01;26578,01;DKS1;;
11/03/2025;TRANSFER;13289;Fahrersitz Modell 738.37, Möve;223640;MATRECTRANS;1;SHA1;SHA1S51301;SHA1;SHA1S51101;;;41465;;SparePart;DC;;REPAIRED;1373,46;1373,46;SHA1;;
11/03/2025;TRANSFER;ITM3153;HALTER RB;223641;MATRECTRANS;8;SHA1;SHA1S52201;SHA1;SHA1S51102;;;41465;;SparePart;ZZ;;;572,68;4581,44;SHA1;;
11/03/2025;TRANSFER;ITM3150;Halter RB;223642;MATRECTRANS;8;SHA1;SHA1S52201;SHA1;SHA1S51102;;;41465;;SparePart;ZZ;;;333,41;2667,28;SHA1;;
11/03/2025;TRANSFER;13545;Bremszangeneinheit ohne Federspeicher;223643;MATRECTRANS;1;SHA1;SHA1S51101;SHA1;SHA1S51103;;;41465;;SparePart;RB;;REPAIRED;1318;1318;SHA1;;
11/03/2025;TRANSFER;13545;Bremszangeneinheit ohne Federspeicher;223644;MATRECTRANS;1;SHA1;1F5B;SHA1;SHA1S51103;;;41465;;SparePart;RB;;REPAIRED;1800;1800;SHA1;;
11/03/2025;TRANSFER;55930;Radsatzlagerdeckel;223645;MATRECTRANS;1;SHA1;SHA1S51101;SHA1;SHA1S51103;;;41465;;SparePart;EC;;;1687;1687;SHA1;;
11/03/2025;TRANSFER;12879;Achslagerdeckel / Blinddeckel;223646;MATRECTRANS;1;SHA1;SHA1S51101;SHA1;SHA1S51103;;;41465;;SparePart;EC;;;1;1;SHA1;;
11/03/2025;TRANSFER;13550;Bremszangeneinheit mit Federspeicher.;223647;MATRECTRANS;1;SHA1;SHA1S51101;SHA1;SHA1S51103;;;41465;;SparePart;RB;;REPAIRED;1318;1318;SHA1;;
11/03/2025;TRANSFER;13550;Bremszangeneinheit mit Federspeicher.;223648;MATRECTRANS;1;SHA1;SHA1S51101;SHA1;SHA1S51103;;;41465;;SparePart;RB;;REPAIRED;1648;1648;SHA1;;
11/03/2025;TRANSFER;15415;Abschirmblech Rechts RAL9005;223649;MATRECTRANS;6;SHA1;SHA1S50201;SHA1;SHA1S51201;;;41465;;SparePart;BA;;;65,6;393,6;SHA1;;
11/03/2025;TRANSFER;15416;Abschirmblech Links RAL9005;223650;MATRECTRANS;6;SHA1;SHA1S50201;SHA1;SHA1S51201;;;41465;;SparePart;BA;;;65,6;393,6;SHA1;;
11/03/2025;TRANSFER;13201;Trittrost Links;223651;MATRECTRANS;3;SHA1;SHA1S50201;SHA1;SHA1S51201;;;41465;;SparePart;ND;;;200;600;SHA1;;
11/03/2025;TRANSFER;13203;Trittrost Mitte;223652;MATRECTRANS;4;SHA1;SHA1S50201;SHA1;SHA1S51201;;;41465;;SparePart;ND;;;141;564;SHA1;;
11/03/2025;TRANSFER;13200;Trittrost über Einstiegsleiter Rechts + Links;223653;MATRECTRANS;3;SHA1;SHA1S50201;SHA1;SHA1S51201;;;41465;;SparePart;ND;;;130;390;SHA1;;
11/03/2025;TRANSFER;13202;Trittrost Rechts;223654;MATRECTRANS;3;SHA1;SHA1S50201;SHA1;SHA1S51201;;;41465;;SparePart;ND;;;193;579;SHA1;;
11/03/2025;TRANSFER;31053;Baugruppenträger ATSS/ZUB123, Ansaldo;223655;MATRECTRANS;1;SHA1;SHA1S51103;SHA1;SHA1S51202;;;41465;;SparePart;TE;;REPAIRED;7800;7800;SHA1;;
11/03/2025;TRANSFER;31053;Baugruppenträger ATSS/ZUB123, Ansaldo;223656;MATRECTRANS;1;SHA1;SHA1S51103;SHA1;SHA1S51202;;;41465;;SparePart;TE;;REPAIRED;7800;7800;SHA1;;
11/03/2025;TRANSFER;31053;Baugruppenträger ATSS/ZUB123, Ansaldo;223657;MATRECTRANS;1;SHA1;SHA1S51103;SHA1;SHA1S51202;;;41465;;SparePart;TE;;REPAIRED;3000;3000;SHA1;;
11/03/2025;TRANSFER;31053;Baugruppenträger ATSS/ZUB123, Ansaldo;223658;MATRECTRANS;1;SHA1;SHA1S51103;SHA1;SHA1S51202;;;41465;;SparePart;TE;;REPAIRED;3000;3000;SHA1;;
11/03/2025;TRANSFER;31053;Baugruppenträger ATSS/ZUB123, Ansaldo;223659;MATRECTRANS;1;SHA1;SHA1S51103;SHA1;SHA1S51202;;;41465;;SparePart;TE;;REPAIRED;3000;3000;SHA1;;
11/03/2025;RECEIPT;ITM2634;1031061-Joint d'étanchéité GDM 3-7 rouge;222181;MATRECTRANS;210;FOS1;;FOS1;;;PO73415;;;SparePart;MA;;;0,36;75,6;;;
11/03/2025;RECEIPT;ITM3166;205556-Joint B*12;222182;MATRECTRANS;200;FOS1;;FOS1;;;PO73415;;;SmallPart;MA;;;2,51;502;;;
11/03/2025;STAGETRANSFER;ITM4381;O-Ring, FPM75, 91,67 x 3,53 mm;223708;MATRECTRANS;15;DKR1;DKR1F20403;DKR1;DKR1F20403;;;41467;;SmallPart;TECH-STAP;;;3,4;51;DKR1;;
11/03/2025;STAGETRANSFER;55636;Dehnhülse RD 50x27s;223709;MATRECTRANS;8;DKR1;DKR1F09304;DKR1;DKR1F09304;;;41467;;SmallPart;BG;;;9,4;75,2;DKR1;;
11/03/2025;STAGETRANSFER;55636;Dehnhülse RD 50x27s;223710;MATRECTRANS;12;DKR1;DKR1F09304;DKR1;DKR1F09304;;;41467;;SmallPart;BG;;;9,86;118,32;DKR1;;
11/03/2025;ISSUE;12732;Wischerblatt NKW 600mm;141243;MATUSETRANS;-4;PPO1;;;;ORT1305;;41460;WO1959829;SparePart;JG;CM-FS;;13,52;54,08;PPO1;186-367;NEW
11/03/2025;ISSUE;15931;Adapter-Kit für Wischerblätter 132.652, SWF Valeo;141244;MATUSETRANS;-2;PPO1;;;;ORT1305;;41460;WO1959829;SparePart;JG;CM-FS;;3,39;6,78;PPO1;186-367;NEW
11/03/2025;RECEIPT;ITM2041;A00065502-Joint liaison capot (joint capot/caisse) D50762;223711;MATRECTRANS;7;FOS1;;FOS1;FOS1A01502;;PO69855;;;SparePart;MA;;;368,48;2579,36;;;
11/03/2025;RECEIPT;ITM2041;A00065502-Joint liaison capot (joint capot/caisse) D50762;223712;MATRECTRANS;7;FOS1;;FOS1;FOS1A01503;;PO69855;;;SparePart;MA;;;368,48;2579,36;;;
11/03/2025;RECEIPT;ITM2041;A00065502-Joint liaison capot (joint capot/caisse) D50762;223713;MATRECTRANS;6;FOS1;;FOS1;FOS1A03504;;PO69855;;;SparePart;MA;;;368,48;2210,88;;;
11/03/2025;SHIPRECEIPT;55164;Douille tube fluo G13/CL. BAS;223714;MATRECTRANS;4;FOS1;FST1C02105;FOS1;FOS1H03202;;;41195;;SparePart;ZZ;;;1,15;4,6;FST1+2;;
11/03/2025;TRANSFER;ITM2634;1031061-Joint d'étanchéité GDM 3-7 rouge;222183;MATRECTRANS;123;FOS1;;FOS1;FOS1I06406;;;;;SparePart;MA;;;0,35;43,05;FOS1;;
11/03/2025;TRANSFER;ITM2634;1031061-Joint d'étanchéité GDM 3-7 rouge;222184;MATRECTRANS;87;FOS1;;FOS1;FOS1I06406;;;;;SparePart;MA;;;0,36;31,32;FOS1;;
11/03/2025;TRANSFER;ITM3166;205556-Joint B*12;222185;MATRECTRANS;197;FOS1;;FOS1;FOS1I06404;;;;;SmallPart;MA;;;2,51;494,47;FOS1;;
11/03/2025;TRANSFER;ITM3166;205556-Joint B*12;222186;MATRECTRANS;2;FOS1;;FOS1;FOS1I06404;;;;;SmallPart;MA;;;2,51;5,02;FOS1;;
11/03/2025;TRANSFER;ITM3166;205556-Joint B*12;222187;MATRECTRANS;1;FOS1;;FOS1;FOS1I06404;;;;;SmallPart;MA;;;2,51;2,51;FOS1;;
11/03/2025;ISSUE;13316;Filtereinsatz Trockenluftfilter (Hilfskompressor);141632;MATUSETRANS;-1;CCH1;;;;ORT1009;;41451;WO1838153;SparePart;QB;PM-FS;;57,29;57,29;CCH1;189-102;NEW
11/03/2025;ISSUE;13397;Ölfilterpatrone Kompressor-Aggregat;141633;MATUSETRANS;-1;CCH1;;;;ORT1009;;41451;WO1838153;SparePart;QA;PM-FS;;68,22;68,22;CCH1;189-102;NEW
11/03/2025;ISSUE;13441;Filtermatte Klimagerät (Blau), 400x460mm mit Kunststoffrahmen;141634;MATUSETRANS;-2;CCH1;;;;ORT1009;;41451;WO1838153;SparePart;LC;PM-FS;;13,4;26,8;CCH1;189-102;NEW
11/03/2025;ISSUE;16177;Luftfiltereinsatz CF600;141635;MATUSETRANS;-1;CCH1;;;;ORT1009;;41451;WO1838153;SparePart;QA;PM-FS;;17;17;CCH1;189-102;NEW
11/03/2025;TRANSFER;15375;HPP Card Cage Einschub;223662;MATRECTRANS;1;DTE;Railpool Lokservice Hamburg Altenwerder;DTE;A. Popp;;;41470;;SparePart;TE;;NEW;1111;1111;VZL1;;
11/03/2025;INSERTITEM;15375;HPP Card Cage Einschub;3127539;INVTRANS;0;DTE;;;;;;;;SparePart;TE;;;0;0;;;
11/03/2025;TRANSFER;41964;CONSOLE CONFIGUREE 2U;223715;MATRECTRANS;1;FOS1;;FOS1;FOS1B03001;;;;;SparePart;GC;;REPAIRED;1800;1800;;;
11/03/2025;TRANSFER;ITM1070;Carte UENR3;222188;MATRECTRANS;1;FOS1;;FOS1;FOS1B01103;;;;;SparePart;JD;;REPAIRED;0;0;;;
11/03/2025;ISSUE;13316;Filtereinsatz Trockenluftfilter (Hilfskompressor);141636;MATUSETRANS;-1;DEA1;;;;ORT1082;;41464;WO1850149;SparePart;QB;PM-FS;;13,08;13,08;DEA1;185-544;NEW
11/03/2025;ISSUE;13397;Ölfilterpatrone Kompressor-Aggregat;141637;MATUSETRANS;-1;DEA1;;;;ORT1082;;41464;WO1850149;SparePart;QA;PM-FS;;65,6;65,6;DEA1;185-544;NEW
11/03/2025;ISSUE;13443;Filtermatte für Fahrmotorlüfter (Grün);141638;MATUSETRANS;-4;DEA1;;;;ORT1082;;41464;WO1850149;SparePart;HE;PM-FS;;1,07;4,28;DEA1;185-544;NEW
11/03/2025;ISSUE;13594;Luftentölelement / Ölabscheider;141639;MATUSETRANS;-1;DEA1;;;;ORT1082;;41464;WO1850149;SparePart;QA;PM-FS;;191;191;DEA1;185-544;NEW
11/03/2025;ISSUE;13618;Filtermatte Klimagerät, 255x390x20mm;141640;MATUSETRANS;-2;DEA1;;;;ORT1082;;41464;WO1850149;SparePart;LC;PM-FS;;0,68;1,36;DEA1;185-544;NEW
11/03/2025;ISSUE;16177;Luftfiltereinsatz CF600;141641;MATUSETRANS;-1;DEA1;;;;ORT1082;;41464;WO1850149;SparePart;QA;PM-FS;;17,85;17,85;DEA1;185-544;NEW
