Date;TransType;Item;Description;TransID;TableSource;Qty;OriginalStoreroom;OriginalBin;ToStoreroom;ToBin;Location;PoNumber;InventoryUsage ;WorkOrder;ItemType;ItemCommCodes;WOCommGroup ;ConditionCode;ActualCost;LineCost;FromStoreroom;TopAsset;AssetConCode;
14/03/2025;INSERTITEM;TL57294;ATM.5.A – Connection cable for RM1.0;3128618;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57295;ATM2SPI.0.0 – Reduction ATM - SPI;3128619;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57296;ATM2SPI.0.1 – Reduction ATM - SPI;3128620;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57297;KZDG.1.AB – Cable harness for 3G diagnostics;3128621;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57298;KAB2.1HWB30 – Diagnostic cable for 3G systems;3128622;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57299;MAP.1.S1B – MAP software;3128623;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;ISSUE;55783;Han Pneumatische Modul Harting;142522;MATUSETRANS;-2;PPO1;;;;ORT1324;;41719;WO1963862;SparePart;UC;CM-FS;;7,79;15,58;PPO1;186-261;NEW;TRUE
14/03/2025;ISSUE;55784;Han Pneumatische Stifteinsatz (M) Harting;142523;MATUSETRANS;-2;PPO1;;;;ORT1324;;41719;WO1963862;SparePart;UC;CM-FS;;6,71;13,42;PPO1;186-261;NEW;TRUE
14/03/2025;ISSUE;56550;Han Pneumatische Stifteinsatz (F) Harting 6mm;142524;MATUSETRANS;-2;PPO1;;;;ORT1324;;41719;WO1963862;SparePart;UC;CM-FS;;25,92;51,84;PPO1;186-261;NEW;TRUE
14/03/2025;PCOUNTADJ;43425;Lanterne de queue;3128211;INVTRANS;-4;FOS1;;;;;;;;SparePart;JD;;;-2280;-2280;;;;FALSE
14/03/2025;CURBALADJ;43425;Lanterne de queue;3128212;INVTRANS;3;FOS1;;;;;;;;SparePart;JD;;;1710;1710;;;;FALSE
14/03/2025;TRANSFER;ITM3158;Signal repeater VZ1NO.0.2C04;225893;MATRECTRANS;1;HKO1;;HKO1;HKO1 PLATZ;;PO68833;;;SparePart;JD;;NEW;2002;0;;;;FALSE
14/03/2025;TRANSFER;ITM3158;Signal repeater VZ1NO.0.2C04;225894;MATRECTRANS;1;HKO1;;HKO1;HKO1 PLATZ;;PO68833;;;SparePart;JD;;;2002;2002;AKM;;;FALSE
14/03/2025;TRANSFER;ITM5047;MIREL RM1ZJ.1.205A;225895;MATRECTRANS;1;HKO1;;HKO1;HKO1 PLATZ;;PO68833;;;SparePart;JD;;NEW;5556;0;;;;FALSE
14/03/2025;TRANSFER;ITM5047;MIREL RM1ZJ.1.205A;225896;MATRECTRANS;1;HKO1;;HKO1;HKO1 PLATZ;;PO68833;;;SparePart;JD;;NEW;5556;0;;;;FALSE
14/03/2025;TRANSFER;ITM5047;MIREL RM1ZJ.1.205A;225897;MATRECTRANS;2;HKO1;;HKO1;HKO1 PLATZ;;PO68833;;;SparePart;JD;;;5556;11112;AKM;;;FALSE
14/03/2025;ISSUE;30442;Kit dispositif sablage SM 1/2 avant droit #acci , vossloh;142331;MATUSETRANS;-4;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;1287,59;5150,36;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;30442;Kit dispositif sablage SM 1/2 avant droit #acci , vossloh;142332;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;1287,59;1287,59;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;30828;COMMUTATEUR bp ac SF , vossloh, Mafelec;142333;MATUSETRANS;-5;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DB;MAT-SALES;;171,6;858;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;30841;bouton poussoir BP B04 , vossloh, Lumitas;142334;MATUSETRANS;-9;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;17,26;155,34;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31174;LMB 2,9 Novec a interrupt à pression, Rensmann GmbH;142335;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;910;910;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31429;Bouton pourssoir DAAT , vossloh, Mafelec;142336;MATUSETRANS;-5;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;279,85;1399,25;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31438;Kit chasse pierre SM1 , Vossloh;142337;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;4519,82;4519,82;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31439;Kit chasse pierre balast SM2 , Vossloh;142338;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;4284,83;4284,83;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;42717;kit disp.sablage SM 1/2 arrière droit #accid, vossloh;142339;MATUSETRANS;-2;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;1342,05;2684,1;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;42718;Kit disp.sablage SM 1/2 arrière gauche #acci, vossloh;142340;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;1342,05;1342,05;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;42718;Kit disp.sablage SM 1/2 arrière gauche #acci, vossloh;142341;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;1342,05;1342,05;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;42788;kit disp.sablage SM 1/2 avant gauche #accid, vossloh;142342;MATUSETRANS;-2;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;1279,81;2559,62;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;42996;kit pcs.connex chasse-pierres # acci , Vossloh;142343;MATUSETRANS;-2;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;2067,3;4134,6;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;54980;Umwälzpumpe CR5-8 A-FGJ-A-E-H, Trik Pumpen GmbH, Vossloh;142344;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;LD;MAT-SALES;;1604,99;1604,99;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;56453;Electrovanne 3/2 coaxiale type MK15DR;142345;MATUSETRANS;-3;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;693;2079;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM1215;Kit pièces électrique UM # accident - 400129771;142346;MATUSETRANS;-3;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;2651,88;7955,64;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM1215;Kit pièces électrique UM # accident - 400129771;142347;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;2651,88;2651,88;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM1817;400122344 - Extincteur LMB 6,7l avec 4,5 kg KDABC12;142348;MATUSETRANS;-12;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;2214,18;26570,16;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM1817;400122344 - Extincteur LMB 6,7l avec 4,5 kg KDABC12;142349;MATUSETRANS;-2;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;1048;2096;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM1817;400122344 - Extincteur LMB 6,7l avec 4,5 kg KDABC12;142350;MATUSETRANS;-3;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;1048;3144;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM1817;400122344 - Extincteur LMB 6,7l avec 4,5 kg KDABC12;142351;MATUSETRANS;-2;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;1048;2096;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM1817;400122344 - Extincteur LMB 6,7l avec 4,5 kg KDABC12;142352;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;1074;1074;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM2446;Electrovanne 393B 3/2 voies NO - 400124739;142353;MATUSETRANS;-9;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;104,75;942,75;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM2694;Set connecteurs ThermoPlus 350.190R (400124229);142354;MATUSETRANS;-6;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;HA;MAT-SALES;;89,83;538,98;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM2766;Robinet à boisseau spérique - 400051797;142355;MATUSETRANS;-5;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;QA;MAT-SALES;;67,7;338,5;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM2833;Tampon en caoutchouc métal - 400040614;142356;MATUSETRANS;-16;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;7,63;122,08;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM2840;Rond. augment. le coeffic. de friction - 400116921;142357;MATUSETRANS;-50;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;28,05;1402,5;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3028;Soupape magnétique 508B 2/2voies NC - 400074479;142358;MATUSETRANS;-5;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;107,27;536,35;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3033;Électrovanne G1-25-613B-200-B2371 - 400094011;142359;MATUSETRANS;-3;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;526,52;1579,56;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3034;Film augment. le coeffic. de friction 3M - 400104308;142360;MATUSETRANS;-10;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;23,23;232,3;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3036;Butée de tangage - 400124135;142361;MATUSETRANS;-5;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;149,11;745,55;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3139;Film augment. le coeffic. de friction 3M - 400108486;142362;MATUSETRANS;-10;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;30,4;304;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3140;Film augment. le coeffic. de friction 3M - 400112353;142363;MATUSETRANS;-20;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;27,89;557,8;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3144;Vossloh bloque disque VSF 8 - 400128730;142364;MATUSETRANS;-20;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;MA;MAT-SALES;;1,56;31,2;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3170;Protection de prise EXT 400V - 213840;142365;MATUSETRANS;-10;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;32,6;326;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3405;333930512 - Socle;142366;MATUSETRANS;-19;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;3,23;61,37;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;ITM3405;333930512 - Socle;142367;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;ZZ;MAT-SALES;;3,23;3,23;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31174;LMB 2,9 Novec a interrupt à pression, Rensmann GmbH;142368;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;910;910;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31174;LMB 2,9 Novec a interrupt à pression, Rensmann GmbH;142369;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;910;910;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31174;LMB 2,9 Novec a interrupt à pression, Rensmann GmbH;142370;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;910;910;FST1+2;BB79001;NEW;TRUE
14/03/2025;ISSUE;31174;LMB 2,9 Novec a interrupt à pression, Rensmann GmbH;142371;MATUSETRANS;-1;FST1+2;;;;WWS2;;40554;WO1942566;SparePart;DF;MAT-SALES;;910;910;FST1+2;BB79001;NEW;TRUE
14/03/2025;PCOUNTADJ;17084;Cale anti-derive en polyuréthane sans drapeau;3128213;INVTRANS;7;FOS1;;;;;;;;SparePart;DF;;;569,8;569,8;;;;FALSE
14/03/2025;CURBALADJ;17084;Cale anti-derive en polyuréthane sans drapeau;3128214;INVTRANS;7;FOS1;;;;;;;;SparePart;DF;;;569,8;569,8;;;;FALSE
14/03/2025;ISSUE;13620;Filtermatte Klimagerät, 290x650x22mm;142525;MATUSETRANS;-2;HKO1;;;;;;;WO1943480;SparePart;LC;PM-FS;;1,9;3,8;HKO1;185-639;NEW;TRUE
14/03/2025;TRANSFER;55598;Adapter N(Buchse)-TNC(Stecker);225898;MATRECTRANS;8;PPO1;Import;PPO1;1A2;;;;;SparePart;UC;;;3,78;30,24;PPO1;;;TRUE
14/03/2025;ISSUE;28028;Scheibenreiniger mit Frostschutz, im 5,0l Kanister;142526;MATUSETRANS;-10;HKO1;;;;;;;WO1943480;Lubricant;TECH-CONS;PM-FS;;2,01;20,1;HKO1;185-639;NEW;TRUE
14/03/2025;ISSUE;56177;Destilliertes Wasser 5 L.;142527;MATUSETRANS;-10;HKO1;;;;;;;WO1943480;Lubricant;TECH-CONS;PM-FS;;0,45;4,5;HKO1;185-639;NEW;TRUE
14/03/2025;ISSUE;14242;SABESTO Pflege- und Gleitspray 300ml, Würth;142528;MATUSETRANS;-1;HKO1;;;;;;;WO1943480;Lubricant;TECH-CONS;PM-FS;;9,97;9,97;HKO1;185-639;NEW;TRUE
14/03/2025;ISSUE;29499;ELECTROVALVE 21C NF-72/110V - Gaine , FAIVELEY AMIENS;142498;MATUSETRANS;-1;FOS1;;;;ORT1576;;41721;;SparePart;RB;;REPAIRED;91;91;FOS1;;;TRUE
14/03/2025;TRANSFER;28753;FILTRE A HUILE groupe hydrostatique, RENAULT,MANN;225646;MATRECTRANS;2;FOS1;FOS1B01303;FOS1;FOS1F01202;;;;;SparePart;FC;;;18,97;37,94;FOS1;;;TRUE
14/03/2025;TRANSFER;28753;FILTRE A HUILE groupe hydrostatique, RENAULT,MANN;225647;MATRECTRANS;1;FOS1;FOS1B01303;FOS1;FOS1F01202;;;;;SparePart;FC;;;20,66;20,66;FOS1;;;TRUE
14/03/2025;TRANSFER;28753;FILTRE A HUILE groupe hydrostatique, RENAULT,MANN;225648;MATRECTRANS;1;FOS1;FOS1B01303;FOS1;FOS1F01202;;;;;SparePart;FC;;;18,97;18,97;FOS1;;;TRUE
14/03/2025;TRANSFER;28753;FILTRE A HUILE groupe hydrostatique, RENAULT,MANN;225649;MATRECTRANS;1;FOS1;FOS1B01303;FOS1;FOS1F01202;;;;;SparePart;FC;;;18,97;18,97;FOS1;;;TRUE
14/03/2025;TRANSFER;ITM4105;Kit Filtre à Huile;225650;MATRECTRANS;2;FOS1;FOS1B01303;FOS1;FOS1F03305;;;;;SparePart;QA;;;180;360;FOS1;;;TRUE
14/03/2025;SHIPTRANSFER;16947;MBS Modul II49593;225651;MATRECTRANS;1;HKO1;DKS1B04001;HKO1;;;;41680;;SparePart;TC;;;1275;1275;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;42762;TCN-Gateway *DCY 1703A, Bombardier;225652;MATRECTRANS;1;VZL1;DKS1I32205;VZL1;Railpool Lokservice Hamburg Altenwerder;;;41651;;SparePart;TA;;;4120;4120;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;55918;Sechskantschraube M16x65, 8.8;225653;MATRECTRANS;2;PPO1;DKS1I02204;PPO1;;;;41703;;SmallPart;TECH-STAP;;;7,4;14,8;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;14131;Willtek 4202R Mobile Service Tester incl. DC Option V;225654;MATRECTRANS;1;XKS4;DKS1000EIN;XKS4;Mestec;;;41653;;;TECH-TOOL;;;0;0;DKS1;;;FALSE
14/03/2025;SHIPRECEIPT;14131;Willtek 4202R Mobile Service Tester incl. DC Option V;225655;MATRECTRANS;1;XKS4;DKS1000EIN;XKS4;Mestec;;;41653;;;TECH-TOOL;;;0;0;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;12563;Schraubenkupplung vollständig 850kN, inkl. Neulackierung in RAL9005;225656;MATRECTRANS;1;HKO1;DKS1A03103;HKO1;;;;41402;;SparePart;SA;;;129;129;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;12563;Schraubenkupplung vollständig 850kN, inkl. Neulackierung in RAL9005;225657;MATRECTRANS;1;HKO1;DKS1A03103;HKO1;;;;41402;;SparePart;SA;;;212;212;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;16333;SIBAS KLIP 9AB4143-2HD21;225658;MATRECTRANS;1;HKO1;DKS1I25101;HKO1;;;;41593;;SparePart;JA;;;975;975;DKS1;;;FALSE
14/03/2025;SHIPTRANSFER;13397;Ölfilterpatrone Kompressor-Aggregat;225659;MATRECTRANS;5;HKO1;DKS1D11001;HKO1;HKO1C02210;;;41574;;SparePart;QA;;;65,6;328;DKS1;;;FALSE
14/03/2025;TRANSFER;29499;ELECTROVALVE 21C NF-72/110V - Gaine , FAIVELEY AMIENS;225660;MATRECTRANS;1;FOS1;;FOS1;FOS1G05104;;;;;SparePart;RB;;REPAIRED;0;0;;;;FALSE
14/03/2025;SHIPTRANSFER;13443;Filtermatte für Fahrmotorlüfter (Grün);225661;MATRECTRANS;80;HKO1;DKS1F10302;HKO1;;;;41419;;SparePart;HE;;;1,07;85,6;DKS1;;;FALSE
14/03/2025;TRANSFER;56070;Spannungswandler, Ritz Messwandler;225899;MATRECTRANS;1;PPO1;Reserviert 186-363;PPO1;PPO10000P4;;;41725;;SparePart;FB;;REPAIRED;232;232;PPO1;;;TRUE
14/03/2025;TRANSFER;12925;Schwenkhebelverschluss mit Schloss;225900;MATRECTRANS;1;PPO1;Reserviert 189-154;PPO1;G1;;;;;SparePart;NA;;;124;124;PPO1;;;TRUE
14/03/2025;TRANSFER;16879;Temperaturüberwachung Fahrmotor 1TB2822-OSC02-D721033;226002;MATRECTRANS;1;PPO1;PPO1RESERV;PPO1;G1;;;;;SparePart;JB;;;910;910;PPO1;;;TRUE
14/03/2025;TRANSFER;16879;Temperaturüberwachung Fahrmotor 1TB2822-OSC02-D721033;226003;MATRECTRANS;1;PPO1;Reserviert 189-154;PPO1;G1;;;;;SparePart;JB;;;910;910;PPO1;;;TRUE
14/03/2025;TRANSFER;14445;LED-Platine GI7.1 Oben;226004;MATRECTRANS;1;PPO1;Reserviert 189-155;PPO1;G4;;;;;SparePart;KA;;;492;492;PPO1;;;TRUE
14/03/2025;TRANSFER;14445;LED-Platine GI7.1 Oben;226005;MATRECTRANS;1;PPO1;7G4;PPO1;G4;;;;;SparePart;KA;;;492;492;PPO1;;;TRUE
14/03/2025;TRANSFER;29916;Ladegerät für Akku Schrauber;225662;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29916;Ladegerät für Akku Schrauber;225663;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29866;"Drehmomentschlüssel 1/2"", 60-300 Nm, Gedore";225664;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29857;"Drehmomentschlüssel 1/2"", 20-100 Nm, Gedore";225665;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29871;Drehmomentschlüssel 14x18mm, 80-400 Nm, Gedore;225666;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;30362;Drehmomentschlüssel 40-200NM;225667;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29867;"Hazet Drehmomentschlüssel 5123-3CT 60-320NM 1/2"""", Hazet, Wemag";225668;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;44415;"Hazet Drehmomentschlüssel 5110-3CT 10-60NM 3/8"""", Hazet, Wemag";225669;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;TL56995;"Drehmomentschlüssel 6108-1CT 2- 10Nm 1/4""Hazet";225670;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;TL56995;"Drehmomentschlüssel 6108-1CT 2- 10Nm 1/4""Hazet";225671;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29879;Präzisions-Fühlerlehre 21Bl 0,05-2,0 mm FORMAT;225672;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29881;Innenschnelltaster 15-65mm;225673;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;44425;Akku-Ladegerät DC18RC, Makita, Wemag;225674;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29973;Lötkolben;225675;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29890;Messschieber 300mm;225676;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29888;Messschieber 200mm (analog/digital);225677;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;42208;Taschenmessschieber m.Feststellschraube 150 mm, Format, Wemag;225678;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;14053;Messgerät für den Abstand der inneren Radkranzstirnflächen, DB Systemtechnik Minden;225679;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29896;Messgerät für den Raddurchmesser (Messbereich 680 - 1260), DB Systemtechnik Minden;225680;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29896;Messgerät für den Raddurchmesser (Messbereich 680 - 1260), DB Systemtechnik Minden;225681;MATRECTRANS;1;DKS1;zur Prüfung/Kalibrierung;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29899;Messgerät für Spurkranzdicke, -höhe und qR-Maß (mit Anschlagbacke), DB Systemtechnik Minden;225682;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29962;Kabeltrommel 40m - 50m;225683;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;30032;Staubsauger;225684;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;44419;STEINEL Heißluftgebläse HG 2120 E in Faltschachtel, Steinelt, Wemag;225685;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29906;Tiefenmessschieber mit Messstift 200 mm, Format, Wemag;225686;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29906;Tiefenmessschieber mit Messstift 200 mm, Format, Wemag;225687;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29906;Tiefenmessschieber mit Messstift 200 mm, Format, Wemag;225688;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;29912;Zugfederwaage Macro 200N, Pesola, Wemag;225689;MATRECTRANS;1;DKS1;;DKS1;DKS1L01002;;;41722;;;TECH-TOOL;;;0;0;XKS4;;;FALSE
14/03/2025;TRANSFER;28072;Leitungsschutzschalter 2pol, 6A, C 5SY5206-7;226006;MATRECTRANS;1;PPO1;Reserviert 189-840;PPO1;E4;;;;;SparePart;JB;;;45,62;45,62;PPO1;;;TRUE
14/03/2025;TRANSFER;29755;Primärfederunterlage;226007;MATRECTRANS;4;PPO1;Reserviert 189-844;PPO1;G1;;;;;SparePart;ED;;;132,2;528,8;PPO1;;;TRUE
14/03/2025;TRANSFER;ITM1821;Isopropylalkohol;226008;MATRECTRANS;1;PPO1;Schrank;PPO1;PPO1SZAFA1;;;;;Lubricant;TECH-CONS;;;4,79;4,79;PPO1;;;TRUE
