Date;TransType;Item;Description;TransID;TableSource;Qty;OriginalStoreroom;OriginalBin;ToStoreroom;ToBin;Location;PoNumber;InventoryUsage ;WorkOrder;ItemType;ItemCommCodes;WOCommGroup ;ConditionCode;ActualCost;LineCost;FromStoreroom;TopAsset;AssetConCode;
14/03/2025;SHIPRECEIPT;55115;Caisse navette 120 x 80 x 84  poids 40 kg à vide, axess indutries;225638;MATRECTRANS;1;FRD1;;FRD1;;;;41575;;StoreEquipment;MA;;NEW;295,02;295,02;FOS1;;;FALSE
14/03/2025;TRANSFER;12766;Glühlampe 2W 24V BA9s;225919;MATRECTRANS;4;PPO1;G.Ruci?ski;PPO1;I3;;;;;SparePart;KA;;;0,54;2,16;PTE;;;FALSE
14/03/2025;TRANSFER;15528;Kohleschleifstück SK1400 SK85ACu (PL);225920;MATRECTRANS;4;PPO1;Rucinski, Grzegorz;PPO1;PPO10000P1;;;;;SparePart;FB;;;465,79;1863,16;PTE;;;FALSE
14/03/2025;TRANSFER;15987;T-Nutenstein M8x10x15 DIN508/ISO299-10-;225921;MATRECTRANS;3;PPO1;Rucinski, Grzegorz;PPO1;e3;;;;;SmallPart;TECH-STAP;;;3,6;10,8;PTE;;;FALSE
14/03/2025;RETURN;12814;UIC 541-5 EP-Dose 9-polig incl. Verkabelung (o.F.);142189;MATUSETRANS;1;DKR1;;;;;;;WO1963095;SparePart;SG;CM-FS;;0;0;DKR1;186-157;NEW;TRUE
14/03/2025;TRANSFER;29741;Gleitschutz MGS2 STN35169;225753;MATRECTRANS;1;SHA1;SHA1S44210;SHA1;SHA1S43810;;;41706;;SparePart;QE;;NEW;13569,62;13569,62;SHA1;;;TRUE
14/03/2025;ISSUE;12876;Sicherungsfeder / Zugfeder für Zugsicherungs-Anschlußkabel;142190;MATUSETRANS;-1;DKR1;;;;ORT1081;;41681;WO1963836;SparePart;JD;CM-FS;;9,9;9,9;DKR1;186-157;NEW;TRUE
14/03/2025;ISSUE;ITM1937;Wippe SB-032121;142278;MATUSETRANS;-1;PPO1;;;;ORT1239;;41672;WO1963823;SparePart;CF;CM-FS_ADD;;6711;6711;PPO1;594-003;NEW;TRUE
14/03/2025;STAGETRANSFER;13940;Primärdämpfer, Koni;225754;MATRECTRANS;2;DKR1;DKR1A08402;DKR1;DKR1A08402;;;41707;;SparePart;ED;;;271,6;543,2;DKR1;;;TRUE
14/03/2025;SHIPTRANSFER;13831;IGBT Phasenbaustein SIBAC BB S3P-3000WL - Erzeugnis-Nummer: 450 375.9007.00, Siemens AG;225852;MATRECTRANS;1;DKS1;;DKS1;DKS1000EIN;;;41701;;SparePart;FD;;;0;0;DLP1;;;FALSE
14/03/2025;SHIPTRANSFER;15288;IGBT Phasenbaustein SIBAC BB SP-3000WL – Erzeugnis-Nummer: 450 375.9006.00;225853;MATRECTRANS;1;DKS1;DLP1000EIN;DKS1;DKS1000EIN;;;41701;;SparePart;FD;;;20400;20400;DLP1;;;FALSE
14/03/2025;SHIPRECEIPT;13321;Säkaphen Reinigungspaste für Hochspannungsisolatoren;225642;MATRECTRANS;13;PPO1;DKS1000EIN;PPO1;1B1;;;41203;;Lubricant;TECH-CONS;;;19,8;257,4;DKS1;;;FALSE
14/03/2025;SHIPRECEIPT;13321;Säkaphen Reinigungspaste für Hochspannungsisolatoren;225643;MATRECTRANS;22;PPO1;DKS1000EIN;PPO1;1B1;;;41203;;Lubricant;TECH-CONS;;;19,8;435,6;DKS1;;;FALSE
14/03/2025;SHIPRECEIPT;13321;Säkaphen Reinigungspaste für Hochspannungsisolatoren;225644;MATRECTRANS;25;PPO1;DKS1000EIN;PPO1;1B1;;;41203;;Lubricant;TECH-CONS;;;19,8;495;DKS1;;;FALSE
14/03/2025;ISSUE;12596;Ceplattyn Eco 300 (Pufferfett) 5 KG Gebinde;142192;MATUSETRANS;-5;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;21,41;107,05;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;12601;Tramlub F 234 MOD2;142193;MATUSETRANS;-6;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;31,29;187,74;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;12749;KC Trockenperlen Orange CHAMELEON 2050 25 kg;142194;MATUSETRANS;-1;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;10,4;10,4;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;13321;Säkaphen Reinigungspaste für Hochspannungsisolatoren;142195;MATUSETRANS;-1;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;0;0;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;13321;Säkaphen Reinigungspaste für Hochspannungsisolatoren;142196;MATUSETRANS;-1;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;19,8;19,8;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;13413;MANN Luftfiltereinsatz C940;142197;MATUSETRANS;-2;PPO1;;;;ORT1134;;41431;WO1892366;SparePart;QA;PM-FS;;23,2;46,4;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;13441;Filtermatte Klimagerät (Blau), 400x460mm mit Kunststoffrahmen;142198;MATUSETRANS;-2;PPO1;;;;ORT1134;;41431;WO1892366;SparePart;LC;PM-FS;;10,8;21,6;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;13442;Filtermatte HBU-Schrank;142199;MATUSETRANS;-4;PPO1;;;;ORT1134;;41431;WO1892366;SparePart;HA;PM-FS;;2,1;8,4;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;14860;Destilliertes Wasser im 1000 Liter Container IBC;142200;MATUSETRANS;-10;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;0,41;4,1;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;55960;Silikonspray Caramba 500 ml;142502;MATUSETRANS;-2;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;HE;PM-FS;;8,56;17,12;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;ITM2258;Sealing ring 081L92 x 5,3 NBR70;142503;MATUSETRANS;-2;PPO1;;;;ORT1134;;41431;WO1892366;SparePart;TECH-STAP;PM-FS;;0,37;0,74;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;ITM5016;Scheibenreiniger Winter -50°C (Konzentrat), 5l Kanister;142504;MATUSETRANS;-5;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;4,55;22,75;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;ITM5016;Scheibenreiniger Winter -50°C (Konzentrat), 5l Kanister;142505;MATUSETRANS;-10;PPO1;;;;ORT1134;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;4,55;45,5;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;12733;wiper blade NKW 650mm;142506;MATUSETRANS;-4;PPO1;;;;;;41431;WO1892366;SparePart;JG;PM-FS;;11,39;45,56;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;ITM3409;Stahlkabelbinder 4,3X362;142507;MATUSETRANS;-6;PPO1;;;;;;41431;WO1892366;SmallPart;EA;PM-FS;;3,13;18,78;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;ITM3963;Schmutzfängersieb. A2V00001697731;142508;MATUSETRANS;-2;PPO1;;;;;;41431;WO1892366;SparePart;HE;PM-FS;;127,6;255,2;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;13454;Shell Gadus S3 V220 c-2;142509;MATUSETRANS;-1;PPO1;;;;;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;3,6;3,6;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;14252;Mobil Synthetic Gear Oil 75W90;142510;MATUSETRANS;-2;PPO1;;;;;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;9,02;18,04;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;12869;Anderol 3057M im 20 Liter Gebinde;142511;MATUSETRANS;-2;PPO1;;;;;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;14,45;28,9;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;16762;Leuchtstoffröhre L18W/830, warm white;142512;MATUSETRANS;-2;PPO1;;;;;;41431;WO1892366;SparePart;KA;PM-FS;;1,73;3,46;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;ITM4348;Autol TOP 2000;142513;MATUSETRANS;-1;PPO1;;;;;;41431;WO1892366;Lubricant;QA;PM-FS;;9,18;9,18;PPO1;189-158;NEW;TRUE
14/03/2025;ISSUE;30483;Felgenreiniger;142514;MATUSETRANS;-1;PPO1;;;;;;41431;WO1892366;Lubricant;TECH-CONS;PM-FS;;1,38;1,38;PPO1;189-158;NEW;TRUE
14/03/2025;TRANSFER;56082;Radsatz;225854;MATRECTRANS;1;HKO1;;HKO1;HKO1 PLATZ;;;;;SparePart;EC;;DEFECT;0;0;;;;FALSE
14/03/2025;ISSUE;12596;Ceplattyn Eco 300 (Pufferfett) 5 KG Gebinde;142279;MATUSETRANS;-1;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;21,41;21,41;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;12601;Tramlub F 234 MOD2;142280;MATUSETRANS;-5;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;31,29;156,45;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;12601;Tramlub F 234 MOD2;142281;MATUSETRANS;-1;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;31,29;31,29;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;12749;KC Trockenperlen Orange CHAMELEON 2050 25 kg;142282;MATUSETRANS;-1;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;10,4;10,4;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;13321;Säkaphen Reinigungspaste für Hochspannungsisolatoren;142283;MATUSETRANS;-2;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;19,8;39,6;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;13413;MANN Luftfiltereinsatz C940;142284;MATUSETRANS;-2;PPO1;;;;ORT1134;;41468;WO1889900;SparePart;QA;PM-FS;;23,2;46,4;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;13441;Filtermatte Klimagerät (Blau), 400x460mm mit Kunststoffrahmen;142285;MATUSETRANS;-2;PPO1;;;;ORT1134;;41468;WO1889900;SparePart;LC;PM-FS;;10,8;21,6;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;13442;Filtermatte HBU-Schrank;142286;MATUSETRANS;-4;PPO1;;;;ORT1134;;41468;WO1889900;SparePart;HA;PM-FS;;2,1;8,4;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;14860;Destilliertes Wasser im 1000 Liter Container IBC;142287;MATUSETRANS;-10;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;0,41;4,1;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;55960;Silikonspray Caramba 500 ml;142288;MATUSETRANS;-2;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;HE;PM-FS;;8,56;17,12;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;ITM2258;Sealing ring 081L92 x 5,3 NBR70;142289;MATUSETRANS;-2;PPO1;;;;ORT1134;;41468;WO1889900;SparePart;TECH-STAP;PM-FS;;0,37;0,74;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;ITM5016;Scheibenreiniger Winter -50°C (Konzentrat), 5l Kanister;142290;MATUSETRANS;-15;PPO1;;;;ORT1134;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;4,55;68,25;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;ITM3963;Schmutzfängersieb. A2V00001697731;142291;MATUSETRANS;-2;PPO1;;;;;;41468;WO1889900;SparePart;HE;PM-FS;;127,6;255,2;PPO1;189-840;NEW;TRUE
14/03/2025;ISSUE;13741;Mobil Unirex N3  Lagerfett;142292;MATUSETRANS;-1;PPO1;;;;;;41468;WO1889900;Lubricant;TECH-CONS;PM-FS;;5,45;5,45;PPO1;189-840;NEW;TRUE
14/03/2025;TRANSFER;ITM.BOGIE;Bogie;225855;MATRECTRANS;1;HKO1;;HKO1;;;;;;Bogie;ZZ;;;0;0;;;;FALSE
14/03/2025;TRANSFER;ITM.BOGIE;Bogie;225856;MATRECTRANS;1;HKO1;;HKO1;;;;;;Bogie;ZZ;;;0;0;;;;FALSE
14/03/2025;TRANSFER;16399;Diode D1721NH85TS10_8.5KV_1.7KA, Eupec, Infineon;225857;MATRECTRANS;1;DKR1;DLP1000EIN;DKR1;DKR1F13306;;;41712;;SparePart;FD;;;0;0;DLP1;;;FALSE
14/03/2025;ISSUE;ITM.BOGIE;Bogie;142320;MATUSETRANS;-1;HKO1;;;;ORT1204;;41709;;Bogie;ZZ;;;0;0;HKO1;;;TRUE
14/03/2025;ISSUE;ITM.BOGIE;Bogie;142321;MATUSETRANS;-1;HKO1;;;;ORT1204;;41709;;Bogie;ZZ;;;0;0;HKO1;;;TRUE
14/03/2025;TRANSFER;41964;CONSOLE CONFIGUREE 2U;225858;MATRECTRANS;1;FOS1;;FOS1;FOS1B03001;;;;;SparePart;GC;;REPAIRED;0;0;;;;FALSE
14/03/2025;STAGETRANSFER;16399;Diode D1721NH85TS10_8.5KV_1.7KA, Eupec, Infineon;225755;MATRECTRANS;1;DKR1;DKR1F13306;DKR1;DKR1F13306;;;41711;;SparePart;FD;;;1278,34;1278,34;DKR1;;;TRUE
14/03/2025;STAGETRANSFER;16399;Diode D1721NH85TS10_8.5KV_1.7KA, Eupec, Infineon;225756;MATRECTRANS;1;DKR1;DKR1F13306;DKR1;DKR1F13306;;;41711;;SparePart;FD;;;0;0;DKR1;;;TRUE
14/03/2025;TRANSFER;43271;TIROIR  MESD  6 - 16;225859;MATRECTRANS;1;FOS1;;FOS1;FOS1A01101;;;;;SparePart;TE;;REPAIRED;2765;2765;;;;FALSE
14/03/2025;VOIDRECEIPT;ITM4228;Pantograph head*Contact strip comp;225860;MATRECTRANS;-1;DKS1;;DKS1;DKS1000EIN;;PO58235;;;SparePart;FB;;;5890;-5890;;;;FALSE
14/03/2025;TRANSFER;15528;Kohleschleifstück SK1400 SK85ACu (PL);225861;MATRECTRANS;2;PPO1;;PPO1;PPO10000P1;;;;;SparePart;FB;;;507,8;1015,6;JAKUB.SPYCHALA-ST;;;FALSE
14/03/2025;INSERTITEM;ITM4228;Pantograph head*Contact strip comp;3128400;INVTRANS;0;DKS1;;;;;;;;SparePart;FB;;;0;0;;;;FALSE
14/03/2025;RECEIPT;ITM4228;Pantograph head*Contact strip comp;225863;MATRECTRANS;1;DKS1;;DKS1;DKS1000EIN;;PO58235;;;SparePart;FB;;;5890;5890;;;;FALSE
14/03/2025;RETURN;12998;MITRAC DCU-Modul Drive Control Unit DCC 2382A;142293;MATUSETRANS;1;DKR1;;;;ORT1071;;41714;WO1960764;SparePart;JA;CM-FS;REPAIRED;1798;-1798;DKR1;185-570;NEW;TRUE
14/03/2025;ISSUE;14223;Compact Flash Card 256MB, IDE fixed;142495;MATUSETRANS;-2;PPO1;;;;ORT1324;;41704;WO1963853;SparePart;JE;CM-FS;;31,42;62,84;PPO1;186-261;NEW;TRUE
14/03/2025;ISSUE;15736;Stützbatterie Lithium 3V CR2477N - 16927529;142496;MATUSETRANS;-2;PPO1;;;;ORT1324;;41704;WO1963853;SparePart;FA;CM-FS;;1,66;3,32;PPO1;186-261;NEW;TRUE
14/03/2025;CURBALADJ;ITM2728;Sechskantschraube M24x120 ISO4014 10.9;3128602;INVTRANS;20;HKO1;;;;;;;;SmallPart;TECH-STAP;;;0;0;;;;FALSE
14/03/2025;ISSUE;30483;Felgenreiniger;142497;MATUSETRANS;-1;PPO1;;;;ORT1206;;41716;WO1936446;Lubricant;TECH-CONS;PM-FS;;1,38;1,38;PPO1;189-156;NEW;TRUE
14/03/2025;TRANSFER;ITM2728;Sechskantschraube M24x120 ISO4014 10.9;225864;MATRECTRANS;20;HKO1;HKO1 Platz;HKO1;HKO1C11106;;;;;SmallPart;TECH-STAP;;;0;0;HKO1;;;TRUE
14/03/2025;TRANSFER;13532;Magnetventil WMV1-ZEST (mit Aufbauteil Magnetventil II15976/024);225645;MATRECTRANS;1;PPO1;;PPO1;2A3;;;;;SparePart;RB;;REPAIRED;0;0;;;;FALSE
14/03/2025;RETURN;13154;Bremsbelag-Paar Rechts+Links BECORIT 918;142322;MATUSETRANS;1;DKR1;;;;;;;WO1959287;SparePart;RB;CM-FS;;41,25;-41,25;DKR1;189-934;NEW;TRUE
14/03/2025;RETURN;13154;Bremsbelag-Paar Rechts+Links BECORIT 918;142323;MATUSETRANS;7;DKR1;;;;;;;WO1959287;SparePart;RB;CM-FS;;41,25;-288,75;DKR1;189-934;NEW;TRUE
14/03/2025;RECEIPT;ITM2037;1851490008-Mamelon double pour éjecteur de sable;225865;MATRECTRANS;128;FOS1;;FOS1;FOS1H05410;;PO66342;;;SmallPart;MA;;;48,45;6201,6;;;;FALSE
14/03/2025;CURBALADJ;42291;Wiper blade 650mm/ BALAI ESSUIE VITRE LG.650;3128603;INVTRANS;15;FOS1;;;;;;;;SparePart;JG;;;1545;1545;;;;FALSE
14/03/2025;ISSUE;15697;Mirel Antenne;142515;MATUSETRANS;-1;VZL1;;;;ORT1305;;41586;WO1961182;SparePart;JD;CM-FS;;867,47;867,47;VZL1;186-367;NEW;TRUE
14/03/2025;ISSUE;15697;Mirel Antenne;142516;MATUSETRANS;-1;VZL1;;;;ORT1305;;41586;WO1961182;SparePart;JD;CM-FS;;600;600;VZL1;186-367;NEW;TRUE
14/03/2025;ISSUE;15697;Mirel Antenne;142517;MATUSETRANS;-1;VZL1;;;;ORT1305;;41586;WO1961182;SparePart;JD;CM-FS;;600;600;VZL1;186-367;NEW;TRUE
14/03/2025;TRANSFER;42291;Wiper blade 650mm/ BALAI ESSUIE VITRE LG.650;225866;MATRECTRANS;5;FOS1;FOS1A01104;FOS1;FOS1H04503;;;;;SparePart;JG;;;123,41;617,05;FOS1;;;TRUE
14/03/2025;ISSUE;29225;Winter Carbon Strips SK1810-SK85W- Int HCCS-C, Schunk;142324;MATUSETRANS;-1;SHA1;;;;ORT1041;;41713;WO1946138;SparePart;FB;PM-FS;;307,49;307,49;SHA1;243-105;NEW;TRUE
14/03/2025;ISSUE;29225;Winter Carbon Strips SK1810-SK85W- Int HCCS-C, Schunk;142325;MATUSETRANS;-3;SHA1;;;;ORT1041;;41713;WO1946138;SparePart;FB;PM-FS;;307,49;922,47;SHA1;243-105;NEW;TRUE
14/03/2025;ISSUE;15150;Filtermatte Klimagerät, 332x216x24mm;142326;MATUSETRANS;-2;SHA1;;;;ORT1041;;41713;WO1946138;SparePart;LC;PM-FS;;1;2;SHA1;243-105;NEW;TRUE
14/03/2025;ISSUE;ITM4756;Dichtung für die Löschanlage , A2V00207355243, 22-32290-001;142327;MATUSETRANS;-4;SHA1;;;;;;41713;WO1946138;SparePart;TECH-STAP;PM-FS;;1,78;7,12;SHA1;243-105;NEW;TRUE
14/03/2025;ISSUE;ITM4346;Schlauchleitung ger/90° L=520 inkl. Markierung, 42-31031-252;142328;MATUSETRANS;-1;SHA1;;;;;;41713;WO1946138;SparePart;JD;PM-FS;;99;99;SHA1;243-105;NEW;TRUE
14/03/2025;ISSUE;ITM4345;Schlauchleitung ger/90° L=430 inkl. Markierung, 42-31031-243;142329;MATUSETRANS;-1;SHA1;;;;;;41713;WO1946138;SparePart;JD;PM-FS;;96;96;SHA1;243-105;NEW;TRUE
14/03/2025;ISSUE;ITM4344;Schlauchleitung ger/ger L=290 inkl. Markierung, 42-31031-110;142330;MATUSETRANS;-2;SHA1;;;;;;41713;WO1946138;SparePart;JD;PM-FS;;87,5;175;SHA1;243-105;NEW;TRUE
14/03/2025;TRANSFER;ITM2037;1851490008-Mamelon double pour éjecteur de sable;225867;MATRECTRANS;2;FOS1;FOS1H05410;FOS1;FOS1H05308;;;;;SmallPart;MA;;;46,6;93,2;FOS1;;;TRUE
14/03/2025;TRANSFER;ITM2037;1851490008-Mamelon double pour éjecteur de sable;225868;MATRECTRANS;46;FOS1;FOS1H05410;FOS1;FOS1H05308;;;;;SmallPart;MA;;;48,45;2228,7;FOS1;;;TRUE
14/03/2025;RECEIPT;42620;Tester MIREL VZT.4.01A, HMH;225869;MATRECTRANS;1;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;5556;5556;;;;FALSE
14/03/2025;RECEIPT;TL57281;WSR.1.3 – Reduction to the tester (for locs class 380, ST45, standard);225870;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;306;612;;;;FALSE
14/03/2025;RECEIPT;TL57282;WSR.0.12 – Reduction to the tester (for locs class 285DB);225871;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;355;710;;;;FALSE
14/03/2025;RECEIPT;TL57283;WSR.0.10 – Reduction to the tester (for locs of platform TRAXX MS F140);225872;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;306;612;;;;FALSE
14/03/2025;RECEIPT;TL57284;WSR.0.4 – Reduction to the tester (for locs class 8090, 187, 188);225873;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;277;554;;;;FALSE
14/03/2025;RECEIPT;TL57285;WSR.0.9 – Reduction to the tester (for locs of platform ES64X4);225874;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;327;654;;;;FALSE
14/03/2025;RECEIPT;TL57286;WSRR.1.0 – Adapter piece for connection of WSR.0.x reducers;225875;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;97;194;;;;FALSE
14/03/2025;RECEIPT;TL57287;KS.0-C – Code simulation loop;225876;MATRECTRANS;1;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;488;488;;;;FALSE
14/03/2025;RECEIPT;TL57288;KSP.1.1 – Simulator SHP rail infrastructure;225877;MATRECTRANS;1;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;2083;2083;;;;FALSE
14/03/2025;RECEIPT;TL57289;KSPD.1.1 – KSP Holder;225878;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;111;222;;;;FALSE
14/03/2025;RECEIPT;TL57290;PKS.10-C – Connecting cable;225879;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;50;100;;;;FALSE
14/03/2025;RECEIPT;TL57291;PPIRC.1.20 – Extension cable for axle speed sensor simulation (length 20 m);225880;MATRECTRANS;2;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;97;194;;;;FALSE
14/03/2025;RECEIPT;TL57292;PST.1.8 – Connection cable for pressure sensor simulation;225881;MATRECTRANS;3;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;83;249;;;;FALSE
14/03/2025;RECEIPT;TL57293;ATM.4.01A – Connection cable;225882;MATRECTRANS;3;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;453;1359;;;;FALSE
14/03/2025;RECEIPT;TL57294;ATM.5.A – Connection cable for RM1.0;225883;MATRECTRANS;3;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;28;84;;;;FALSE
14/03/2025;RECEIPT;TL57295;ATM2SPI.0.0 – Reduction ATM - SPI;225884;MATRECTRANS;3;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;87;261;;;;FALSE
14/03/2025;RECEIPT;TL57296;ATM2SPI.0.1 – Reduction ATM - SPI;225885;MATRECTRANS;3;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;83;249;;;;FALSE
14/03/2025;RECEIPT;TL57297;KZDG.1.AB – Cable harness for 3G diagnostics;225886;MATRECTRANS;3;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;813;2439;;;;FALSE
14/03/2025;RECEIPT;TL57298;KAB2.1HWB30 – Diagnostic cable for 3G systems;225887;MATRECTRANS;3;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;117;351;;;;FALSE
14/03/2025;RECEIPT;TL57299;MAP.1.S1B – MAP software;225888;MATRECTRANS;4;HKO1;;HKO1;Pool Komarom;;PO68833;;;;TECH-TOOL;;;1668;6672;;;;FALSE
14/03/2025;INSERTITEM;42620;Tester MIREL VZT.4.01A, HMH;3128604;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57281;WSR.1.3 – Reduction to the tester (for locs class 380, ST45, standard);3128605;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57282;WSR.0.12 – Reduction to the tester (for locs class 285DB);3128606;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57283;WSR.0.10 – Reduction to the tester (for locs of platform TRAXX MS F140);3128607;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57284;WSR.0.4 – Reduction to the tester (for locs class 8090, 187, 188);3128608;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57285;WSR.0.9 – Reduction to the tester (for locs of platform ES64X4);3128609;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57286;WSRR.1.0 – Adapter piece for connection of WSR.0.x reducers;3128610;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57287;KS.0-C – Code simulation loop;3128611;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57288;KSP.1.1 – Simulator SHP rail infrastructure;3128612;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57289;KSPD.1.1 – KSP Holder;3128613;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57290;PKS.10-C – Connecting cable;3128614;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57291;PPIRC.1.20 – Extension cable for axle speed sensor simulation (length 20 m);3128615;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57292;PST.1.8 – Connection cable for pressure sensor simulation;3128616;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
14/03/2025;INSERTITEM;TL57293;ATM.4.01A – Connection cable;3128617;INVTRANS;0;HKO1;;;;;;;;;TECH-TOOL;;;0;0;;;;FALSE
