Date;TransType;Item;Description;TransID;TableSource;Qty;OriginalStoreroom;OriginalBin;ToStoreroom;ToBin;Location;PoNumber;InventoryUsage ;WorkOrder;ItemType;ItemCommCodes;WOCommGroup ;ConditionCode;ActualCost;LineCost;FromStoreroom;TopAsset;AssetConCode
10/03/2025;TRANSFER;56592;Schleifstück SK1091-SK85ACu BöKleb, Schunk (PL);222285;MATRECTRANS;2;MARCIN.LIPINSKI-ST;;MARCIN.LIPINSKI-ST;;;;41379;;SparePart;FB;;;715,08;1430,16;PPO1;;
10/03/2025;STAGETRANSFER;29045;Prüfgerät ELP 18+ Rev. 2.0;222582;MATRECTRANS;1;DKS1;;DKS1;;;;41381;;;TECH-TOOL;;;0;0;DKS1;;
10/03/2025;ISSUE;14028;Zentralknoten SP-Z;141471;MATUSETRANS;-1;HKO1;;;;;;;WO1955704;SparePart;JC;CM-FS;;0;0;HKO1;285-109;NEW
10/03/2025;STAGETRANSFER;30093;CPA1002 Target Base AddOn - Abgleich;222583;MATRECTRANS;1;DKS1;;DKS1;;;;41382;;;TECH-TOOL;;;0;0;DKS1;;
10/03/2025;TRANSFER;29045;Prüfgerät ELP 18+ Rev. 2.0;222286;MATRECTRANS;1;XKS4;;XKS4;Funkwerk;;;41381;;;TECH-TOOL;;;0;0;DKS1;;
10/03/2025;TRANSFER;30093;CPA1002 Target Base AddOn - Abgleich;222287;MATRECTRANS;1;XKS4;;XKS4;Nextsense;;;41382;;;TECH-TOOL;;;0;0;DKS1;;
10/03/2025;SHIPRECEIPT;13831;IGBT Phasenbaustein SIBAC BB S3P-3000WL - Erzeugnis-Nummer: 450 375.9007.00, Siemens AG;221878;MATRECTRANS;1;DLP1;DKS1B05102;DLP1;DLP1000EIN;;;41333;;SparePart;FD;;;24125;24125;DKS1;;
10/03/2025;ISSUE;29200;Bedienfeld Zug/Bremskraft;141472;MATUSETRANS;-1;VZL1;;;;ORT1071;;41366;WO1958296;SparePart;GC;CM-FS;;2462,3;2462,3;VZL1;187-504;NEW
10/03/2025;STAGETRANSFER;30006;Netzsimulator Willtek 4202R;222584;MATRECTRANS;1;DKS1;;DKS1;;;;41383;;;TECH-TOOL;;;0;0;DKS1;;
10/03/2025;TRANSFER;30006;Netzsimulator Willtek 4202R;222288;MATRECTRANS;1;XKS4;;XKS4;Mestec;;;41383;;;TECH-TOOL;;;0;0;DKS1;;
10/03/2025;ISSUE;13831;IGBT Phasenbaustein SIBAC BB S3P-3000WL - Erzeugnis-Nummer: 450 375.9007.00, Siemens AG;141237;MATUSETRANS;-1;DLP1;;;;ORT1053;;41330;WO1956360;SparePart;FD;CM-FS;;24125;24125;DLP1;189-801;NEW
10/03/2025;RECEIPT;ITM2316;JTP38-Joint torique-JN 38 - 97-1-38;222585;MATRECTRANS;694;FST1+2;;FST1+2;FST2A03003;;PO71155;;;SmallPart;MA;;;0,24;166,56;;;
10/03/2025;ISSUE;44484;Schlauchleitung 700mm, Rensmann;141238;MATUSETRANS;-2;VZL1;;;;ORT1410;;41387;WO1949613;SparePart;QE;PM-FS;;125;250;VZL1;189-159;NEW
10/03/2025;ISSUE;ITM3646;Motoventilateur RH;141342;MATUSETRANS;-1;FOS1;;;;ORT1576;;41386;WO1883124;SparePart;MA;REVI-SO;;0;0;FOS1;BB27140;NEW
10/03/2025;ISSUE;ITM3646;Motoventilateur RH;141343;MATUSETRANS;-1;FOS1;;;;ORT1576;;41386;WO1883124;SparePart;MA;REVI-SO;;0;0;FOS1;BB27140;NEW
10/03/2025;ISSUE;41876;MOTO POMPE 6,4M3/H 20M H20, ALSTOM;141344;MATUSETRANS;-1;FOS1;;;;ORT1576;;41386;WO1908134;SparePart;HE;REVI-SO;;1388,61;1388,61;FOS1;BB27137;NEW
10/03/2025;ISSUE;41876;MOTO POMPE 6,4M3/H 20M H20, ALSTOM;141345;MATUSETRANS;-1;FOS1;;;;ORT1576;;41386;WO1908134;SparePart;HE;REVI-SO;;1388,61;1388,61;FOS1;BB27137;NEW
10/03/2025;ISSUE;41876;MOTO POMPE 6,4M3/H 20M H20, ALSTOM;141346;MATUSETRANS;-1;FOS1;;;;ORT1576;;41386;WO1908134;SparePart;HE;REVI-SO;;1388,61;1388,61;FOS1;BB27137;NEW
